"","species","age","scenario","Av","std.dev"
"583","pinusylv",100,"LandisOutputs/Test9/pinusylv-MAX-100.img",56513,NA
"584","pinusylv",150,"LandisOutputs/Test10/pinusylv-MAX-150.img",56623,NA
"585","pinusylv",150,"LandisOutputs/Test9/pinusylv-MAX-150.img",56514,NA
"586","pinusylv",200,"LandisOutputs/Test10/pinusylv-MAX-200.img",56625,NA
"587","pinusylv",200,"LandisOutputs/Test9/pinusylv-MAX-200.img",56519,NA
"588","pinusylv",250,"LandisOutputs/Test10/pinusylv-MAX-250.img",25986,NA
"589","pinusylv",250,"LandisOutputs/Test9/pinusylv-MAX-250.img",26127,NA
"590","pinusylv",300,"LandisOutputs/Test10/pinusylv-MAX-300.img",3857,NA
"591","pinusylv",300,"LandisOutputs/Test9/pinusylv-MAX-300.img",3037,NA
"592","pinusylv",350,"LandisOutputs/Test10/pinusylv-MAX-350.img",5161,NA
"593","pinusylv",350,"LandisOutputs/Test9/pinusylv-MAX-350.img",4186,NA
"594","pinusylv",400,"LandisOutputs/Test10/pinusylv-MAX-400.img",5780,NA
"595","pinusylv",400,"LandisOutputs/Test9/pinusylv-MAX-400.img",4535,NA
"596","pinusylv",450,"LandisOutputs/Test10/pinusylv-MAX-450.img",7199,NA
"597","pinusylv",450,"LandisOutputs/Test9/pinusylv-MAX-450.img",5201,NA
"598","pinusylv",500,"LandisOutputs/Test10/pinusylv-MAX-500.img",9496,NA
"599","pinusylv",500,"LandisOutputs/Test9/pinusylv-MAX-500.img",6494,NA
"600","pinusylv",550,"LandisOutputs/Test10/pinusylv-MAX-550.img",9781,NA
"601","pinusylv",550,"LandisOutputs/Test9/pinusylv-MAX-550.img",6868,NA
"602","pinusylv",600,"LandisOutputs/Test10/pinusylv-MAX-600.img",11815,NA
"603","pinusylv",600,"LandisOutputs/Test9/pinusylv-MAX-600.img",7959,NA
"604","pinusylv",650,"LandisOutputs/Test10/pinusylv-MAX-650.img",15385,NA
"605","pinusylv",650,"LandisOutputs/Test9/pinusylv-MAX-650.img",10876,NA
"606","pinusylv",700,"LandisOutputs/Test10/pinusylv-MAX-700.img",17320,NA
"607","pinusylv",700,"LandisOutputs/Test9/pinusylv-MAX-700.img",12738,NA
"608","pinusylv",750,"LandisOutputs/Test10/pinusylv-MAX-750.img",18110,NA
"609","pinusylv",750,"LandisOutputs/Test9/pinusylv-MAX-750.img",13297,NA
"610","pinusylv",800,"LandisOutputs/Test10/pinusylv-MAX-800.img",18622,NA
"611","pinusylv",800,"LandisOutputs/Test9/pinusylv-MAX-800.img",13667,NA
"612","pinusylv",850,"LandisOutputs/Test10/pinusylv-MAX-850.img",18795,NA
"613","pinusylv",850,"LandisOutputs/Test9/pinusylv-MAX-850.img",13869,NA
"614","pinusylv",900,"LandisOutputs/Test10/pinusylv-MAX-900.img",19003,NA
"615","pinusylv",900,"LandisOutputs/Test9/pinusylv-MAX-900.img",14307,NA
"616","pinusylv",950,"LandisOutputs/Test10/pinusylv-MAX-950.img",19583,NA
"617","pinusylv",950,"LandisOutputs/Test9/pinusylv-MAX-950.img",15485,NA
"618","pinusylv",1000,"LandisOutputs/Test10/pinusylv-MAX-1000.img",20244,NA
"619","pinusylv",1000,"LandisOutputs/Test9/pinusylv-MAX-1000.img",16465,NA
"620","pinusylv",1050,"LandisOutputs/Test10/pinusylv-MAX-1050.img",20957,NA
"621","pinusylv",1050,"LandisOutputs/Test9/pinusylv-MAX-1050.img",17220,NA
"622","pinusylv",1100,"LandisOutputs/Test10/pinusylv-MAX-1100.img",21256,NA
"623","pinusylv",1100,"LandisOutputs/Test9/pinusylv-MAX-1100.img",17375,NA
"624","pinusylv",1150,"LandisOutputs/Test10/pinusylv-MAX-1150.img",21550,NA
"625","pinusylv",1150,"LandisOutputs/Test9/pinusylv-MAX-1150.img",17289,NA
"626","pinusylv",1200,"LandisOutputs/Test10/pinusylv-MAX-1200.img",21845,NA
"627","pinusylv",1200,"LandisOutputs/Test9/pinusylv-MAX-1200.img",17378,NA
"628","pinusylv",1250,"LandisOutputs/Test10/pinusylv-MAX-1250.img",22135,NA
"629","pinusylv",1250,"LandisOutputs/Test9/pinusylv-MAX-1250.img",17844,NA
"630","pinusylv",1300,"LandisOutputs/Test10/pinusylv-MAX-1300.img",22220,NA
"631","pinusylv",1300,"LandisOutputs/Test9/pinusylv-MAX-1300.img",18180,NA
"632","pinusylv",1350,"LandisOutputs/Test10/pinusylv-MAX-1350.img",22271,NA
"633","pinusylv",1350,"LandisOutputs/Test9/pinusylv-MAX-1350.img",18431,NA
"634","pinusylv",1400,"LandisOutputs/Test10/pinusylv-MAX-1400.img",22058,NA
"635","pinusylv",1400,"LandisOutputs/Test9/pinusylv-MAX-1400.img",18264,NA
"636","pinusylv",1450,"LandisOutputs/Test10/pinusylv-MAX-1450.img",21801,NA
"637","pinusylv",1450,"LandisOutputs/Test9/pinusylv-MAX-1450.img",18032,NA
"638","pinusylv",1500,"LandisOutputs/Test10/pinusylv-MAX-1500.img",21700,NA
"639","pinusylv",1500,"LandisOutputs/Test9/pinusylv-MAX-1500.img",18027,NA
"640","pinusylv",1550,"LandisOutputs/Test10/pinusylv-MAX-1550.img",21707,NA
"641","pinusylv",1550,"LandisOutputs/Test9/pinusylv-MAX-1550.img",18044,NA
"642","pinusylv",1600,"LandisOutputs/Test10/pinusylv-MAX-1600.img",21686,NA
"643","pinusylv",1600,"LandisOutputs/Test9/pinusylv-MAX-1600.img",18195,NA
"644","pinusylv",1650,"LandisOutputs/Test10/pinusylv-MAX-1650.img",21537,NA
"645","pinusylv",1650,"LandisOutputs/Test9/pinusylv-MAX-1650.img",18250,NA
"646","pinusylv",1700,"LandisOutputs/Test10/pinusylv-MAX-1700.img",21584,NA
"647","pinusylv",1700,"LandisOutputs/Test9/pinusylv-MAX-1700.img",18027,NA
"648","pinusylv",1750,"LandisOutputs/Test10/pinusylv-MAX-1750.img",21493,NA
"649","pinusylv",1750,"LandisOutputs/Test9/pinusylv-MAX-1750.img",17731,NA
"650","pinusylv",1800,"LandisOutputs/Test10/pinusylv-MAX-1800.img",21342,NA
"651","pinusylv",1800,"LandisOutputs/Test9/pinusylv-MAX-1800.img",17565,NA
"652","pinusylv",1850,"LandisOutputs/Test10/pinusylv-MAX-1850.img",21148,NA
"653","pinusylv",1850,"LandisOutputs/Test9/pinusylv-MAX-1850.img",17488,NA
"654","pinusylv",1900,"LandisOutputs/Test10/pinusylv-MAX-1900.img",20928,NA
"655","pinusylv",1900,"LandisOutputs/Test9/pinusylv-MAX-1900.img",17449,NA
"656","pinusylv",1950,"LandisOutputs/Test10/pinusylv-MAX-1950.img",20697,NA
"657","pinusylv",1950,"LandisOutputs/Test9/pinusylv-MAX-1950.img",17297,NA
"658","pinusylv",2000,"LandisOutputs/Test10/pinusylv-MAX-2000.img",20614,NA
"659","pinusylv",2000,"LandisOutputs/Test9/pinusylv-MAX-2000.img",16964,NA
"660","pinusylv",2050,"LandisOutputs/Test10/pinusylv-MAX-2050.img",20394,NA
"661","pinusylv",2050,"LandisOutputs/Test9/pinusylv-MAX-2050.img",16712,NA
"662","pinusylv",2100,"LandisOutputs/Test10/pinusylv-MAX-2100.img",20324,NA
"663","pinusylv",2100,"LandisOutputs/Test9/pinusylv-MAX-2100.img",16535,NA
"664","pinusylv",2150,"LandisOutputs/Test10/pinusylv-MAX-2150.img",20073,NA
"665","pinusylv",2150,"LandisOutputs/Test9/pinusylv-MAX-2150.img",16279,NA
"666","pinusylv",2200,"LandisOutputs/Test10/pinusylv-MAX-2200.img",20057,NA
"667","pinusylv",2200,"LandisOutputs/Test9/pinusylv-MAX-2200.img",16160,NA
"668","pinusylv",2250,"LandisOutputs/Test10/pinusylv-MAX-2250.img",19706,NA
"669","pinusylv",2250,"LandisOutputs/Test9/pinusylv-MAX-2250.img",15940,NA
"670","pinusylv",2300,"LandisOutputs/Test10/pinusylv-MAX-2300.img",19586,NA
"671","pinusylv",2300,"LandisOutputs/Test9/pinusylv-MAX-2300.img",15711,NA
"672","pinusylv",2350,"LandisOutputs/Test10/pinusylv-MAX-2350.img",19411,NA
"673","pinusylv",2350,"LandisOutputs/Test9/pinusylv-MAX-2350.img",15471,NA
"674","pinusylv",2400,"LandisOutputs/Test10/pinusylv-MAX-2400.img",19310,NA
"675","pinusylv",2400,"LandisOutputs/Test9/pinusylv-MAX-2400.img",15403,NA
"676","pinusylv",2450,"LandisOutputs/Test10/pinusylv-MAX-2450.img",19186,NA
"677","pinusylv",2450,"LandisOutputs/Test9/pinusylv-MAX-2450.img",15223,NA
"678","pinusylv",2500,"LandisOutputs/Test10/pinusylv-MAX-2500.img",19225,NA
"679","pinusylv",2500,"LandisOutputs/Test9/pinusylv-MAX-2500.img",15095,NA
"680","pinusylv",2550,"LandisOutputs/Test10/pinusylv-MAX-2550.img",19193,NA
"681","pinusylv",2550,"LandisOutputs/Test9/pinusylv-MAX-2550.img",14877,NA
"682","pinusylv",2600,"LandisOutputs/Test10/pinusylv-MAX-2600.img",19054,NA
"683","pinusylv",2600,"LandisOutputs/Test9/pinusylv-MAX-2600.img",14600,NA
"684","pinusylv",2650,"LandisOutputs/Test10/pinusylv-MAX-2650.img",18906,NA
"685","pinusylv",2650,"LandisOutputs/Test9/pinusylv-MAX-2650.img",14323,NA
"686","pinusylv",2700,"LandisOutputs/Test10/pinusylv-MAX-2700.img",18637,NA
"687","pinusylv",2700,"LandisOutputs/Test9/pinusylv-MAX-2700.img",14189,NA
"688","pinusylv",2750,"LandisOutputs/Test10/pinusylv-MAX-2750.img",18456,NA
"689","pinusylv",2750,"LandisOutputs/Test9/pinusylv-MAX-2750.img",13863,NA
"690","pinusylv",2800,"LandisOutputs/Test10/pinusylv-MAX-2800.img",18283,NA
"691","pinusylv",2800,"LandisOutputs/Test9/pinusylv-MAX-2800.img",13706,NA
"692","pinusylv",2850,"LandisOutputs/Test10/pinusylv-MAX-2850.img",18001,NA
"693","pinusylv",2850,"LandisOutputs/Test9/pinusylv-MAX-2850.img",13430,NA
"694","pinusylv",2900,"LandisOutputs/Test10/pinusylv-MAX-2900.img",18053,NA
"695","pinusylv",2900,"LandisOutputs/Test9/pinusylv-MAX-2900.img",13187,NA
"696","pinusylv",2950,"LandisOutputs/Test10/pinusylv-MAX-2950.img",17948,NA
"697","pinusylv",2950,"LandisOutputs/Test9/pinusylv-MAX-2950.img",12933,NA
"698","pinusylv",3000,"LandisOutputs/Test10/pinusylv-MAX-3000.img",17790,NA
"699","pinusylv",3000,"LandisOutputs/Test9/pinusylv-MAX-3000.img",12874,NA
"700","querrobu",0,"LandisOutputs/Test10/querrobu-MAX-0.img",38685,NA
"701","querrobu",0,"LandisOutputs/Test9/querrobu-MAX-0.img",38685,NA
"702","querrobu",50,"LandisOutputs/Test10/querrobu-MAX-50.img",38685,NA
"703","querrobu",50,"LandisOutputs/Test9/querrobu-MAX-50.img",38685,NA
"704","querrobu",100,"LandisOutputs/Test10/querrobu-MAX-100.img",38685,NA
"705","querrobu",100,"LandisOutputs/Test9/querrobu-MAX-100.img",38685,NA
"706","querrobu",150,"LandisOutputs/Test10/querrobu-MAX-150.img",38686,NA
"707","querrobu",150,"LandisOutputs/Test9/querrobu-MAX-150.img",38685,NA
"708","querrobu",200,"LandisOutputs/Test10/querrobu-MAX-200.img",38687,NA
"709","querrobu",200,"LandisOutputs/Test9/querrobu-MAX-200.img",38685,NA
"710","querrobu",250,"LandisOutputs/Test10/querrobu-MAX-250.img",38699,NA
"711","querrobu",250,"LandisOutputs/Test9/querrobu-MAX-250.img",38698,NA
"712","querrobu",300,"LandisOutputs/Test10/querrobu-MAX-300.img",39843,NA
"713","querrobu",300,"LandisOutputs/Test9/querrobu-MAX-300.img",39413,NA
"714","querrobu",350,"LandisOutputs/Test10/querrobu-MAX-350.img",41420,NA
"715","querrobu",350,"LandisOutputs/Test9/querrobu-MAX-350.img",41087,NA
"716","querrobu",400,"LandisOutputs/Test10/querrobu-MAX-400.img",27282,NA
"717","querrobu",400,"LandisOutputs/Test9/querrobu-MAX-400.img",26796,NA
"718","querrobu",450,"LandisOutputs/Test10/querrobu-MAX-450.img",7142,NA
"719","querrobu",450,"LandisOutputs/Test9/querrobu-MAX-450.img",5633,NA
"720","querrobu",500,"LandisOutputs/Test10/querrobu-MAX-500.img",7010,NA
"721","querrobu",500,"LandisOutputs/Test9/querrobu-MAX-500.img",4886,NA
"722","querrobu",550,"LandisOutputs/Test10/querrobu-MAX-550.img",8304,NA
"723","querrobu",550,"LandisOutputs/Test9/querrobu-MAX-550.img",5895,NA
"724","querrobu",600,"LandisOutputs/Test10/querrobu-MAX-600.img",10458,NA
"725","querrobu",600,"LandisOutputs/Test9/querrobu-MAX-600.img",7303,NA
"726","querrobu",650,"LandisOutputs/Test10/querrobu-MAX-650.img",12851,NA
"727","querrobu",650,"LandisOutputs/Test9/querrobu-MAX-650.img",9567,NA
"728","querrobu",700,"LandisOutputs/Test10/querrobu-MAX-700.img",13787,NA
"729","querrobu",700,"LandisOutputs/Test9/querrobu-MAX-700.img",10648,NA
"730","querrobu",750,"LandisOutputs/Test10/querrobu-MAX-750.img",14088,NA
"731","querrobu",750,"LandisOutputs/Test9/querrobu-MAX-750.img",10444,NA
"732","querrobu",800,"LandisOutputs/Test10/querrobu-MAX-800.img",14560,NA
"733","querrobu",800,"LandisOutputs/Test9/querrobu-MAX-800.img",10809,NA
"734","querrobu",850,"LandisOutputs/Test10/querrobu-MAX-850.img",14359,NA
"735","querrobu",850,"LandisOutputs/Test9/querrobu-MAX-850.img",10938,NA
"736","querrobu",900,"LandisOutputs/Test10/querrobu-MAX-900.img",14803,NA
"737","querrobu",900,"LandisOutputs/Test9/querrobu-MAX-900.img",11693,NA
"738","querrobu",950,"LandisOutputs/Test10/querrobu-MAX-950.img",15203,NA
"739","querrobu",950,"LandisOutputs/Test9/querrobu-MAX-950.img",12621,NA
"740","querrobu",1000,"LandisOutputs/Test10/querrobu-MAX-1000.img",14872,NA
"741","querrobu",1000,"LandisOutputs/Test9/querrobu-MAX-1000.img",12737,NA
"742","querrobu",1050,"LandisOutputs/Test10/querrobu-MAX-1050.img",14260,NA
"743","querrobu",1050,"LandisOutputs/Test9/querrobu-MAX-1050.img",12065,NA
"744","querrobu",1100,"LandisOutputs/Test10/querrobu-MAX-1100.img",13829,NA
"745","querrobu",1100,"LandisOutputs/Test9/querrobu-MAX-1100.img",11564,NA
"746","querrobu",1150,"LandisOutputs/Test10/querrobu-MAX-1150.img",13884,NA
"747","querrobu",1150,"LandisOutputs/Test9/querrobu-MAX-1150.img",11545,NA
"748","querrobu",1200,"LandisOutputs/Test10/querrobu-MAX-1200.img",14031,NA
"749","querrobu",1200,"LandisOutputs/Test9/querrobu-MAX-1200.img",12099,NA
"750","querrobu",1250,"LandisOutputs/Test10/querrobu-MAX-1250.img",14160,NA
"751","querrobu",1250,"LandisOutputs/Test9/querrobu-MAX-1250.img",12533,NA
"752","querrobu",1300,"LandisOutputs/Test10/querrobu-MAX-1300.img",13878,NA
"753","querrobu",1300,"LandisOutputs/Test9/querrobu-MAX-1300.img",12347,NA
"754","querrobu",1350,"LandisOutputs/Test10/querrobu-MAX-1350.img",13621,NA
"755","querrobu",1350,"LandisOutputs/Test9/querrobu-MAX-1350.img",11943,NA
"756","querrobu",1400,"LandisOutputs/Test10/querrobu-MAX-1400.img",13448,NA
"757","querrobu",1400,"LandisOutputs/Test9/querrobu-MAX-1400.img",11516,NA
"758","querrobu",1450,"LandisOutputs/Test10/querrobu-MAX-1450.img",13236,NA
"759","querrobu",1450,"LandisOutputs/Test9/querrobu-MAX-1450.img",11446,NA
"760","querrobu",1500,"LandisOutputs/Test10/querrobu-MAX-1500.img",13178,NA
"761","querrobu",1500,"LandisOutputs/Test9/querrobu-MAX-1500.img",11632,NA
"762","querrobu",1550,"LandisOutputs/Test10/querrobu-MAX-1550.img",13010,NA
"763","querrobu",1550,"LandisOutputs/Test9/querrobu-MAX-1550.img",11563,NA
"764","querrobu",1600,"LandisOutputs/Test10/querrobu-MAX-1600.img",12797,NA
"765","querrobu",1600,"LandisOutputs/Test9/querrobu-MAX-1600.img",11337,NA
"766","querrobu",1650,"LandisOutputs/Test10/querrobu-MAX-1650.img",12567,NA
"767","querrobu",1650,"LandisOutputs/Test9/querrobu-MAX-1650.img",10950,NA
"768","querrobu",1700,"LandisOutputs/Test10/querrobu-MAX-1700.img",12390,NA
"769","querrobu",1700,"LandisOutputs/Test9/querrobu-MAX-1700.img",10666,NA
"770","querrobu",1750,"LandisOutputs/Test10/querrobu-MAX-1750.img",12295,NA
"771","querrobu",1750,"LandisOutputs/Test9/querrobu-MAX-1750.img",10638,NA
"772","querrobu",1800,"LandisOutputs/Test10/querrobu-MAX-1800.img",12229,NA
"773","querrobu",1800,"LandisOutputs/Test9/querrobu-MAX-1800.img",10621,NA
"774","querrobu",1850,"LandisOutputs/Test10/querrobu-MAX-1850.img",12105,NA
"775","querrobu",1850,"LandisOutputs/Test9/querrobu-MAX-1850.img",10501,NA
"776","querrobu",1900,"LandisOutputs/Test10/querrobu-MAX-1900.img",11951,NA
"777","querrobu",1900,"LandisOutputs/Test9/querrobu-MAX-1900.img",10364,NA
"778","querrobu",1950,"LandisOutputs/Test10/querrobu-MAX-1950.img",11800,NA
"779","querrobu",1950,"LandisOutputs/Test9/querrobu-MAX-1950.img",10052,NA
"780","querrobu",2000,"LandisOutputs/Test10/querrobu-MAX-2000.img",11651,NA
"781","querrobu",2000,"LandisOutputs/Test9/querrobu-MAX-2000.img",9820,NA
"782","querrobu",2050,"LandisOutputs/Test10/querrobu-MAX-2050.img",11459,NA
"783","querrobu",2050,"LandisOutputs/Test9/querrobu-MAX-2050.img",9753,NA
"784","querrobu",2100,"LandisOutputs/Test10/querrobu-MAX-2100.img",11425,NA
"785","querrobu",2100,"LandisOutputs/Test9/querrobu-MAX-2100.img",9679,NA
"786","querrobu",2150,"LandisOutputs/Test10/querrobu-MAX-2150.img",11245,NA
"787","querrobu",2150,"LandisOutputs/Test9/querrobu-MAX-2150.img",9533,NA
"788","querrobu",2200,"LandisOutputs/Test10/querrobu-MAX-2200.img",11117,NA
"789","querrobu",2200,"LandisOutputs/Test9/querrobu-MAX-2200.img",9352,NA
"790","querrobu",2250,"LandisOutputs/Test10/querrobu-MAX-2250.img",10950,NA
"791","querrobu",2250,"LandisOutputs/Test9/querrobu-MAX-2250.img",9128,NA
"792","querrobu",2300,"LandisOutputs/Test10/querrobu-MAX-2300.img",10854,NA
"793","querrobu",2300,"LandisOutputs/Test9/querrobu-MAX-2300.img",8958,NA
"794","querrobu",2350,"LandisOutputs/Test10/querrobu-MAX-2350.img",10748,NA
"795","querrobu",2350,"LandisOutputs/Test9/querrobu-MAX-2350.img",8977,NA
"796","querrobu",2400,"LandisOutputs/Test10/querrobu-MAX-2400.img",10541,NA
"797","querrobu",2400,"LandisOutputs/Test9/querrobu-MAX-2400.img",8876,NA
"798","querrobu",2450,"LandisOutputs/Test10/querrobu-MAX-2450.img",10480,NA
"799","querrobu",2450,"LandisOutputs/Test9/querrobu-MAX-2450.img",8699,NA
"800","querrobu",2500,"LandisOutputs/Test10/querrobu-MAX-2500.img",10381,NA
"801","querrobu",2500,"LandisOutputs/Test9/querrobu-MAX-2500.img",8586,NA
"802","querrobu",2550,"LandisOutputs/Test10/querrobu-MAX-2550.img",10360,NA
"803","querrobu",2550,"LandisOutputs/Test9/querrobu-MAX-2550.img",8332,NA
"804","querrobu",2600,"LandisOutputs/Test10/querrobu-MAX-2600.img",10325,NA
"805","querrobu",2600,"LandisOutputs/Test9/querrobu-MAX-2600.img",8240,NA
"806","querrobu",2650,"LandisOutputs/Test10/querrobu-MAX-2650.img",10236,NA
"807","querrobu",2650,"LandisOutputs/Test9/querrobu-MAX-2650.img",8119,NA
"808","querrobu",2700,"LandisOutputs/Test10/querrobu-MAX-2700.img",10148,NA
"809","querrobu",2700,"LandisOutputs/Test9/querrobu-MAX-2700.img",7942,NA
"810","querrobu",2750,"LandisOutputs/Test10/querrobu-MAX-2750.img",10118,NA
"811","querrobu",2750,"LandisOutputs/Test9/querrobu-MAX-2750.img",7739,NA
"812","querrobu",2800,"LandisOutputs/Test10/querrobu-MAX-2800.img",10042,NA
"813","querrobu",2800,"LandisOutputs/Test9/querrobu-MAX-2800.img",7531,NA
"814","querrobu",2850,"LandisOutputs/Test10/querrobu-MAX-2850.img",9913,NA
"815","querrobu",2850,"LandisOutputs/Test9/querrobu-MAX-2850.img",7378,NA
"816","querrobu",2900,"LandisOutputs/Test10/querrobu-MAX-2900.img",9754,NA
"817","querrobu",2900,"LandisOutputs/Test9/querrobu-MAX-2900.img",7208,NA
"818","querrobu",2950,"LandisOutputs/Test10/querrobu-MAX-2950.img",9604,NA
"819","querrobu",2950,"LandisOutputs/Test9/querrobu-MAX-2950.img",7144,NA
"820","querrobu",3000,"LandisOutputs/Test10/querrobu-MAX-3000.img",9515,NA
"821","querrobu",3000,"LandisOutputs/Test9/querrobu-MAX-3000.img",7048,NA
"822","salicine",0,"LandisOutputs/Test10/salicine-MAX-0.img",44530,NA
"823","salicine",0,"LandisOutputs/Test9/salicine-MAX-0.img",44530,NA
"824","salicine",50,"LandisOutputs/Test10/salicine-MAX-50.img",44532,NA
"825","salicine",50,"LandisOutputs/Test9/salicine-MAX-50.img",44531,NA
"826","salicine",100,"LandisOutputs/Test10/salicine-MAX-100.img",2,NA
"827","salicine",100,"LandisOutputs/Test9/salicine-MAX-100.img",1,NA
"828","sorbaucu",0,"LandisOutputs/Test10/sorbaucu-MAX-0.img",41982,NA
"829","sorbaucu",0,"LandisOutputs/Test9/sorbaucu-MAX-0.img",41982,NA
"830","sorbaucu",50,"LandisOutputs/Test10/sorbaucu-MAX-50.img",52708,NA
"831","sorbaucu",50,"LandisOutputs/Test9/sorbaucu-MAX-50.img",50725,NA
"832","sorbaucu",100,"LandisOutputs/Test10/sorbaucu-MAX-100.img",4664,NA
"833","sorbaucu",100,"LandisOutputs/Test9/sorbaucu-MAX-100.img",3738,NA
"834","sorbaucu",150,"LandisOutputs/Test10/sorbaucu-MAX-150.img",3,NA
"835","sorbaucu",150,"LandisOutputs/Test9/sorbaucu-MAX-150.img",1,NA
"836","sorbaucu",200,"LandisOutputs/Test10/sorbaucu-MAX-200.img",1,NA
"837","taxubacc",0,"LandisOutputs/Test10/taxubacc-MAX-0.img",5523,NA
"838","taxubacc",0,"LandisOutputs/Test9/taxubacc-MAX-0.img",5523,NA
"839","taxubacc",50,"LandisOutputs/Test10/taxubacc-MAX-50.img",6614,NA
"840","taxubacc",50,"LandisOutputs/Test9/taxubacc-MAX-50.img",6885,NA
"841","taxubacc",100,"LandisOutputs/Test10/taxubacc-MAX-100.img",7095,NA
"842","taxubacc",100,"LandisOutputs/Test9/taxubacc-MAX-100.img",7450,NA
"843","taxubacc",150,"LandisOutputs/Test10/taxubacc-MAX-150.img",7322,NA
"844","taxubacc",150,"LandisOutputs/Test9/taxubacc-MAX-150.img",7754,NA
"845","taxubacc",200,"LandisOutputs/Test10/taxubacc-MAX-200.img",7646,NA
"846","taxubacc",200,"LandisOutputs/Test9/taxubacc-MAX-200.img",8171,NA
"847","taxubacc",250,"LandisOutputs/Test10/taxubacc-MAX-250.img",7999,NA
"848","taxubacc",250,"LandisOutputs/Test9/taxubacc-MAX-250.img",8764,NA
"849","taxubacc",300,"LandisOutputs/Test10/taxubacc-MAX-300.img",8222,NA
"850","taxubacc",300,"LandisOutputs/Test9/taxubacc-MAX-300.img",9100,NA
"851","taxubacc",350,"LandisOutputs/Test10/taxubacc-MAX-350.img",8604,NA
"852","taxubacc",350,"LandisOutputs/Test9/taxubacc-MAX-350.img",9671,NA
"853","taxubacc",400,"LandisOutputs/Test10/taxubacc-MAX-400.img",8879,NA
"854","taxubacc",400,"LandisOutputs/Test9/taxubacc-MAX-400.img",10258,NA
"855","taxubacc",450,"LandisOutputs/Test10/taxubacc-MAX-450.img",9175,NA
"856","taxubacc",450,"LandisOutputs/Test9/taxubacc-MAX-450.img",10671,NA
"857","taxubacc",500,"LandisOutputs/Test10/taxubacc-MAX-500.img",9564,NA
"858","taxubacc",500,"LandisOutputs/Test9/taxubacc-MAX-500.img",11308,NA
"859","taxubacc",550,"LandisOutputs/Test10/taxubacc-MAX-550.img",9870,NA
"860","taxubacc",550,"LandisOutputs/Test9/taxubacc-MAX-550.img",11854,NA
"861","taxubacc",600,"LandisOutputs/Test10/taxubacc-MAX-600.img",10234,NA
"862","taxubacc",600,"LandisOutputs/Test9/taxubacc-MAX-600.img",12369,NA
"863","taxubacc",650,"LandisOutputs/Test10/taxubacc-MAX-650.img",10588,NA
"864","taxubacc",650,"LandisOutputs/Test9/taxubacc-MAX-650.img",13018,NA
"865","taxubacc",700,"LandisOutputs/Test10/taxubacc-MAX-700.img",10924,NA
"866","taxubacc",700,"LandisOutputs/Test9/taxubacc-MAX-700.img",13494,NA
"867","taxubacc",750,"LandisOutputs/Test10/taxubacc-MAX-750.img",11284,NA
"868","taxubacc",750,"LandisOutputs/Test9/taxubacc-MAX-750.img",13989,NA
"869","taxubacc",800,"LandisOutputs/Test10/taxubacc-MAX-800.img",11632,NA
"870","taxubacc",800,"LandisOutputs/Test9/taxubacc-MAX-800.img",14588,NA
"871","taxubacc",850,"LandisOutputs/Test10/taxubacc-MAX-850.img",11988,NA
"872","taxubacc",850,"LandisOutputs/Test9/taxubacc-MAX-850.img",15052,NA
